,tweet
1817,@fordnation if covid is so real then why haven't YOU been sick. Mr. Touring around our country. Going to cottages.… https://t.co/2KUDvzsIaf
1818,@pixieskygoddess Whatever it takes I guess. I don’t love wearing a mask but I love not getting COVID and keeping ot… https://t.co/Q2MxuU9jP3
1819,"A few weeks ago, I posted this photo of a friend who put this eagle mask up when I saw him last. Unfortunately he n… https://t.co/zQ2TErXgAT"
1820,I will be wearing a mask in public for the rest of my life. I have never had such a cold free year in my life. Terr… https://t.co/uGIFdLsq1J
1821,Delhi HC asked public 2 wear mask while driving 4 wheelers.Isn't it be great if Honourable SC takes the suo moto an… https://t.co/s1HxqqQxwS
1822,"COVID-19 is still here. Play your part in saving lives by washing your hands, wearing a mask and social distancing.… https://t.co/2k1ATHNocr"
1823,"@Ckirkley6 @nickmartin Could be Covid. I received my 2nd shot last Tue and tested positive Sat. I stay out of bars,… https://t.co/H7qXSQJYcl"
1824,A print shop owner on Vancouver Island has apologized for comparing mandatory mask use in classrooms to the abuse f… https://t.co/GnsqNNu3HQ
1825,"Despite Texas lifting its COVID-19 restrictions and mask mandate, neighbors said they haven't noticed much of a dif… https://t.co/xfJbXNhkwh"
1826,"Wear the mask!

A year of trauma: More than 3,600 US health workers died in Covid's first 12 months #SmartNews  https://t.co/Kd0FmXI98m"
1827,@kishanreddybjp @narendramodi Now covid cases  increased. And now too hot summer also. Too sweating  wearing mask i… https://t.co/J1hgFQz0sN
1828,@KotakCares Also not one of them wears a mask. They stand intimidatingly next to me without a mask as if they want me to get Covid.
1829,Wearing a MASK is very Necessary...follow govt. Guidelines regarding #COVID-19 https://t.co/60vEercen3
1830,"@IDontBlog @ArleneDickinson haha - love the ""Ew Covid"" mask"
1831,The No1 Face Mask In The World For Protection Against Covid and Flu Now Available With 20% Off At… https://t.co/DTetl6snj8
1832,Please wear your mask- More than 655 cases of the B.1.1.7 variant have been reported across Pa. Allegheny County ha… https://t.co/gc8vFrzkxM
1833,@pixieskygoddess For me it is question of culture. No matter Covid 19 my opinion is- mask is obligation if someone has a cold etc.
1834,"Security man at Ajao Estate gate:
“This one that you’re wearing eye glass (my glasses) and wearing mask.

Me: I’m p… https://t.co/deS68b13kL"
1835,@cincity631 @sapphiresdust Same!  The look they give when I tell them I work for a lab that processes hundreds of r… https://t.co/DWhbyuCZL7
1836,This thing isn't over. Wear your mask and get the Covid vaccine.
1837,@TheAliaJanine This video shows the swab and mask being taken out of the covid-19 packaging and placed under a micr… https://t.co/BCDq3r0DaB
1838,@diwan_rajput @friendsofrss No need prove that bro. Whole country is suffering from covid and these ppl are doing t… https://t.co/ue7YJ95Shg
1839,"Rich families can enjoy in lockdown too, so thy hardly bother abt observing covid precautions n find it more conven… https://t.co/N4BKkaRHNP"
1840,@WAAYTV Yes and many places it is still required.  If we all get our vaccine then no mask will be needed.  But yes… https://t.co/ooMO2kSeOX
1841,Corona come back again#We are also come back again#covid duty#पहले भी लड़े थे मैदान में और अब भी लड़ेंगे# पहले भी ह… https://t.co/7jS3ZyC3BQ
1842,Had a COVID scare the other day after I had close contact with someone who ended up testing positive. I am fully va… https://t.co/ortLqp3Vsk
1843,COViD 19 Vaccination for preventing COViD is not different from Circumcision as a method of preventing HIV/AIDS. In… https://t.co/ZJfadNfs70
1844,@ReutersScience the decrease is could be a return to pandemic life after a near death experience. u survive this pl… https://t.co/CpUdyy8SGz
1845,"Even with so many people getting vaccinated, we need to still be vigilant, social distance, &amp; wear a mask. 2,988 Co… https://t.co/znii7KbmvE"
1846,#ICYMI Rapper @iamwill  teamed up with Honeywell to bring two versions of a high-tech face mask called the… https://t.co/lcD24LJ1a0
1847,Penalty imposed on public in #Ghagwal market of district #samba by SDM and tehsildar along with police officials fo… https://t.co/pCewY8g0eG
1848,@Shafqat_Mahmood I’m sure Sops will be followed lol only checking if students are wearing a mask and their temperat… https://t.co/0kHRLKWZje
1849,@shawmilizer1 @Maria86663835 @shawnresidency @Camila_Cabello Daily Mail is as toxic to journalism as p*pcrave is to… https://t.co/PvlPyITdpR
1850,Indians are being banned from flying to countries like New Zealand as Covid 19 spreads like a rage. And here is the… https://t.co/wDWA9hCuVq
1851,"People need to understand that 2021 is not a COVID-proof year. You still have to wear a mask, stay at home, follow… https://t.co/9mKKxxSKOz"
1852,Swiss region rewards COVID-testing schools by lifting mask rule https://t.co/MBujmfbsws
1853,₹15 lakhs from Pradhan Mantri Maha Jumla Yojana (PMMJY) will credited to the account of the person who finds 1 pers… https://t.co/7n3rLfF7O1
1854,"""Longevity"" isn't some novel or unnatural concept. People who view it with negative eyes have been living under the… https://t.co/WtXFAkx9eG"
1855,"COVID-19 Updates as on 08 April, 2021 at 8 AM 👇

Active Cases: *9,10,319*     
Discharged cases: *1,18,51,393*… https://t.co/tswmL14JhB"
1856,"@ishehnaaz_gill Abhi covid h to mask r gloves phna kro ghr se niklne se phle ohk baby love u.

#StylistShehnaazGill"
1857,@srivatsayb Defeating Covid-19 without mask
1858,@varindersingh24 100% there is a chance even after you’re fully vaccinated. Maybe next spring I’ll feel comfortable… https://t.co/O1DDiQj3th
1859,"Due to rise in number of covid-19 cases in Bannu, Once again KGN hospital has been declared as Corona center. All E… https://t.co/wWMiXDqxdj"
1860,@tedhu @goletjf @WHCOS Before the virus you didn't need a mask...and if have the vaccine that's supposedly is made… https://t.co/segRtB9ZAp
1861,"@pixieskygoddess Not crazy about it, but if that’s what it takes to defeat Covid, so be it. That’s what adults do.… https://t.co/vyy5oxHtIj"
1862,"@dramanksingh @Shehzad_Ind @TeamSP_Official Noone can save you. COVID-19 PROTOCOL ARE USELESS, E.G USE OF MASK; IF… https://t.co/lha5gxO01o"
1863,@charlieeebroown @Maveric74128839 @JoshButler If thats the case this vaccine is a dud. As it doesn't stop you from… https://t.co/11Vl2JMDx8
1864,"Sitting in plastics waiting for surgeon to drain abscess under my eye. It’s caused by my wearing FFP3 mask, is the… https://t.co/eBeOmTN5dp"
1865,"thought i'd treat myself to a face mask the other day. one of the cosmetic variety, rather than a covid one. now my… https://t.co/AX5369RtUH"
1866,"The Covid pandemic was invented for #bigreset reasons one of which was the mask, which facilitates social complianc… https://t.co/5diM2VvcTC"
1867,"@yashoazad Yet pavement weekly bazaars, election rallies, venturing out without rhyme or reason, wearing mask but n… https://t.co/LyG7UqJ92Z"
1868,"@letsgetupsidedn Ooh flirtation. I like it.

Listen, this conversation COULD bear fruit, but it requires you to und… https://t.co/hjO7TIIDVX"
1869,@Gwg1955 @GovChrisSununu @brvihsta @TheBeachPlum Fake news. The article to posted doesn’t say that and why would th… https://t.co/4GW0zbPFzC
1870,Nothing is funnier to me than the fact that lifting all mask restrictions has blunted covid cases more than the vac… https://t.co/ehZkWbuj5z
1871,"#cancelboardexams2021
India's day by day increase covid 19 but our country  doesn't decided to cancel2021boards. Ma… https://t.co/DEFSMjfJ7l"
1872,@pixieskygoddess This pandemic has taught me: #1 People don't care if they spread disease. #2 A lot more people tha… https://t.co/NfTPbz9zEA
1873,Now covid cases  increased. And now too hot summer also. Too sweating  wearing mask in the school hours. 💥💥💥PLS CAN… https://t.co/spur7H07Kx
1874,@DrRPNishank @narendramodi @PMOIndia @EduMinOfIndia @MinOfCultureGoI @PIB_India @DDNewslive @MIB_India India's day… https://t.co/mWCzNdzeiW
1875,"@DmMuzaffarnagar @PMOIndia @UPGovt @CMOfficeUP @ChiefSecyUP @MoHFW_INDIA @InfoDeptUP @navneetsehgal3 Mam public , s… https://t.co/Qig8gW3Mc2"
1876,"India sees record 1,26,789 new #Covid cases in last 24 hours.

Deaths - 685 

Wear a mask please, stay safe.… https://t.co/0cdi0pyvqK"
1877,Adjectives in Portuguese - Os Adjetivos em Português https://t.co/FUVrm49ZJf I’m a bad student cause there are no g… https://t.co/U29Mw2W0ax
1878,"@varindersingh24 Yes I've been offered a Mask Exemption and have had the 1st jab Pfizer  but still wear a mask, it… https://t.co/FtI7QeHrYQ"
1879,Scary thing about covid vaccine is people thinking it's a license to stop wearing mask when it is not unlikely that… https://t.co/L39sz3Hdxe
1880,"The Indian TV Channals reported that Indian cities even like Bombay lacks COVID-19 Vaccines, oxygen &amp; medicine of C… https://t.co/ltO1Ixtd4j"
1881,"Well let me tell y’all a secret , govt is preparing for second wave of cases surreptitiously to avoid panic. Govt h… https://t.co/HxxYYP19Bl"
1882,"@LollyNolan2 @jimcramer I won’t. FYI- The saying is: for every action, there is a reaction.

And yes, you will be t… https://t.co/U5hOAYW0DX"
1883,@stevebrown2856 @malmphegor @skepticalzebra @BristOliver I got blocked by him because I wondered whether a mathemat… https://t.co/XCGRCgjjhR
1884,"I got COVID months ago and I still have issues with my lungs, heart, and a lack of energy. I'm 23 years old and bef… https://t.co/fCx3nT1iE0"
1885,@opinionatedmum1 It’s ok I just brought some new aftershave “covid 19” it keeps everyone away plus I got a free mask 😷 and a NHS app 😂😂😂
1886,@Chris27395274 @WidowKhal I hope this movie will come to an end soon. I'm confident that it won't be the patented C… https://t.co/9kO5FpHbHn
1887,@AndrewJLowry @John38934556 @AnthonyDaleOHA @sunlorrie And having a beard and/or moustache = your mask is not fitte… https://t.co/Qq5JEDavOK
1888,@ajay43 @DearthOfSid If he wants to go in crowds without mask then we should encourage him. This little shit belong… https://t.co/VYCTqBFmGx
1889,(she meant the beauty mask not covid mask ok? before someone schools me)
1890,"@SkyNews Stay safe , keep washing hands   wear a mask , carry hand gel! Make sure your Covid jab is put in You Delt… https://t.co/tzvldvbD8Q"
1891,"@VjAniruddh Dr, do you really believe masks and lockdowns somehow mitigate this? Is it even scientific? 
In the US,… https://t.co/LXaqOxsaoX"
1892,Covid 19 Breathable Mask Filter Pad for Kids with Mask Buckle Ear Protection Ear Pain Prevention https://t.co/VfNlQN2EzC
1893,"Yes, you can still wear a smile behind your mask. 
Even though your face mask is a primary measure to suppress the… https://t.co/w23Xi3VKW3"
1894,@cockpittheatre @JustOffChurchSt Boris J's COVID restrictions will achieve nothing. Spaniards endured a particularl… https://t.co/gd7E7NP8V8
1895,If you think mask work then wear 3 . If you think the covid vaccine works then go get it . But dnt try and shame th… https://t.co/Kiv2BDOjeE
1896,"""A Mask, A Prayer"": Lucknow Crematorium Workers Face Rush Of Covid Bodies https://t.co/0HTeuXsghP"
1897,"It is still important to wear your mask, wash your hands and maintain all Covid-19 safety protocols until a suffici… https://t.co/8T0koiT7U5"
1898,"Continuously I will ask you to Mask Up, wash yourhands under running water,  practice social distancing and use han… https://t.co/NetdTADnuY"
1899,"She speaks beautifully. The sadness is overwhelming, sickens to the stomach. A Black teenager without a jacket in t… https://t.co/0eBzkZ9vjN"
1900,@EYAMATIASS921 Like the facial face masks or the covid face mask?
1901,"Ex Plosion Microfiber Multifunctional Headbands Sun Protection - https://t.co/da4gonhbqo

#coronavirus #covid… https://t.co/8iGa0kES8u"
1902,"#cancelboards2021 @DrRPNishank 
Sir 
We cannot follow covid protocol in 3hrs of exam coz during we sweat a lot and… https://t.co/htnVWuFVC9"
1903,@BBCWorld The news didn't say what the Chinese government and peoples did in the 2020.we all stay in the house for… https://t.co/Lwpk6ylbQz
1904,@VlaskoSK @ecgalizia @JB_London1212 @LozzaFox Tomas the report is about whether wearing a mask stop the wearer catc… https://t.co/SlG49XkW00
1905,@TSOStheband @RealLadyTee @chipfranklin @CalltoActivism He is being given due process of law. He participated in an… https://t.co/8NU957DF8s
1906,@KirenRijiju @SameerOraon16 Can anyone take action against them  for not wearing mask.. Or laws only for middle cla… https://t.co/gamKqIuwsH
1907,@KingBobIIV I had a MRCP a few Sundays back at Hammersmith Hospital. I walked around the place and the wards (i kno… https://t.co/vd6ZURW1Gv
1908,@mrmarksteel All the sheep kicking off about the negligible clotting risk of the AZ vaccine are the same anti-mask/… https://t.co/KHA7vxdvcv
1909,IOSHA has looked into 38 possible work-related COVID-19 deaths. Here's how it works. https://t.co/OQVZEy1o8U
1910,"@Breaking911 I live in Georgia, and a whole lot of people have been “open” this entire pandemic. Only about half of… https://t.co/g3VoONz1kj"
1911,Has anyone seen a picture of Bill Gates or Klaus Schwab wearing a mask?....#maskenverweigerer#nomaskselite##covid#greatreset#fakenews
1912,"@Flower_valley_ @surjeets3s One has tro trust self, vaccine or no vaccine. As individual, Still follow the necesary… https://t.co/wqh6aIv8cN"
1913,"It is Thursday April 08, 2021, 06:18:02. Joe Biden has not instituted a national mask mandate as he promised.  In f… https://t.co/jQusDEHJcs"
1914,@lourdesgnavarro Today is 2 weeks since my 2nd shot. I'm planning as many camping trips as I can fit into the summe… https://t.co/aSZu8HzVep
1915,"@maiamajumder @JeriLRyan It is not just a statistic. Or a %. It is death, illness, disability and orphaned children… https://t.co/KLsuVzCJO0"
